id,date,title,amount,transaction_type,category,category_group,special_tag,budget_impact,year,month,day_of_week
1632,2023-09-21,cơm gà chiên,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Thursday
1633,2023-09-21,phở việt,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Thursday
1634,2023-09-21,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,9,Thursday
1635,2023-09-21,giày ananas,390000,expense,Quần áo,Cá nhân,BigM,-390000,2023,9,Thursday
1636,2023-09-21,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Thursday
1637,2023-09-21,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,9,Thursday
1638,2023-09-22,cafe vợt,15000,expense,Cà phê,Ăn uống,,-15000,2023,9,Friday
1639,2023-09-22,dookki đám thảo,150000,expense,Quan hệ xã hội,Xã hội,,-150000,2023,9,Friday
1640,2023-09-22,nước mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,9,Friday
1641,2023-09-22,gửi xe pvt,5000,expense,Ăn chính,Ăn uống,,-5000,2023,9,Friday
1642,2023-09-22,sữa chua,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,9,Friday
1643,2023-09-22,nước smore,63000,expense,Quan hệ xã hội,Xã hội,,-63000,2023,9,Friday
1644,2023-09-22,cafe mộc,13000,expense,Cà phê,Ăn uống,,-13000,2023,9,Friday
1645,2023-09-22,gửi xe vạn hạnh mall,5000,expense,Học tập,Học tập,,-5000,2023,9,Friday
1646,2023-09-22,tháng máy pvt,2000,expense,Nhà ở,Sinh hoạt,,-2000,2023,9,Friday
1647,2023-09-22,xăng,175000,expense,Di chuyển,Sinh hoạt,,-175000,2023,9,Friday
1648,2023-09-22,cơm sườn,30000,expense,Ăn chính,Ăn uống,,-30000,2023,9,Friday
1649,2023-09-22,gửi đồ,30000,expense,Tiện ích,Sinh hoạt,,-30000,2023,9,Friday
1650,2023-09-23,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,9,Saturday
1651,2023-09-23,tiền cầu,28000,expense,Cầu lông,Thể thao,,-28000,2023,9,Saturday
1652,2023-09-23,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Saturday
1653,2023-09-23,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Saturday
1654,2023-09-23,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,9,Saturday
1655,2023-09-25,cơm tắm,24000,expense,Ăn chính,Ăn uống,,-24000,2023,9,Monday
1656,2023-09-25,"bàn chài trà chân, rổ..",31000,expense,Nhà ở,Sinh hoạt,,-31000,2023,9,Monday
1657,2023-09-25,xăng,65000,expense,Di chuyển,Sinh hoạt,,-65000,2023,9,Monday
1658,2023-09-25,sữa tươi,35000,expense,Ăn chính,Ăn uống,,-35000,2023,9,Monday
1659,2023-09-25,sân + cầu tambo,45000,expense,Cầu lông,Thể thao,,-45000,2023,9,Monday
1660,2023-09-25,tảy đá,2000,expense,Tiện ích,Sinh hoạt,,-2000,2023,9,Monday
1661,2023-09-25,iCloud+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2023,9,Monday
1662,2023-09-25,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,9,Monday
1663,2023-09-25,bánh mì heo quay,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Monday
1664,2023-09-26,bánh mì que,16000,expense,Ăn chính,Ăn uống,,-16000,2023,9,Tuesday
1665,2023-09-26,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Tuesday
1666,2023-09-26,gửi xe,4000,expense,Học tập,Học tập,,-4000,2023,9,Tuesday
1667,2023-09-26,cơm thiệt xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,9,Tuesday
1668,2023-09-27,sữa tươi,15000,expense,Tiện ích,Sinh hoạt,,-15000,2023,9,Wednesday
1669,2023-09-27,chuối,7000,expense,Ăn chính,Ăn uống,,-7000,2023,9,Wednesday
1670,2023-09-27,cơm sườn trứng,33000,expense,Ăn chính,Ăn uống,,-33000,2023,9,Wednesday
1671,2023-09-27,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,9,Wednesday
1672,2023-09-27,gửi xe,4000,expense,Học tập,Học tập,,-4000,2023,9,Wednesday
1673,2023-09-27,bình giữ nhiệt,140760,expense,Tiện ích,Sinh hoạt,BigM,-140760,2023,9,Wednesday
1674,2023-09-28,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,9,Thursday
1675,2023-09-28,tiền điện nước tháng 9,23000,expense,Nhà ở,Sinh hoạt,Monthly,-23000,2023,9,Thursday
1676,2023-09-28,hủ tiếu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,9,Thursday
1677,2023-09-28,phở việt,25000,expense,Ăn chính,Ăn uống,,-25000,2023,9,Thursday
1678,2023-09-29,cầu lông,32000,expense,Cầu lông,Thể thao,,-32000,2023,9,Friday
1679,2023-09-29,nước mía,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2023,9,Friday
1680,2023-09-30,sữa tươi,33500,expense,Ăn chính,Ăn uống,,-33500,2023,9,Saturday
1681,2023-09-30,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,9,Saturday
1682,2023-09-30,mì,22500,expense,Ăn chính,Ăn uống,,-22500,2023,9,Saturday
1683,2023-09-30,"kính, bàn chải",13000,expense,Nhà ở,Sinh hoạt,,-13000,2023,9,Saturday
1684,2023-09-30,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2023,9,Saturday
1685,2023-09-30,nón bảo 3/4,303703,expense,Tiện ích,Sinh hoạt,BigM,-303703,2023,9,Saturday
1686,2023-09-30,xăng việt,16000,expense,Di chuyển,Sinh hoạt,,-16000,2023,9,Saturday
1687,2023-09-30,bao vợt cầu lông,237600,expense,Cầu lông,Thể thao,BigM,-237600,2023,9,Saturday
1688,2023-09-30,cầu lông,28000,expense,Cầu lông,Thể thao,,-28000,2023,9,Saturday
1689,2023-09-30,lấy tiền nhà (tháng 9),1152000,income,Gia đình,Thu nhập,,1152000,2023,9,Saturday
1690,2023-10-01,nước rửa chén,21000,expense,Nhà ở,Sinh hoạt,,-21000,2023,10,Sunday
1691,2023-10-01,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Sunday
1692,2023-10-01,cơm gà chiên bột,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Sunday
1693,2023-10-01,thùng nước,13000,expense,Nhà ở,Sinh hoạt,,-13000,2023,10,Sunday
1694,2023-10-01,nước ngọt,10000,expense,Ăn vặt,Ăn uống,,-10000,2023,10,Sunday
1695,2023-10-01,nước đá,2000,expense,Ăn chính,Ăn uống,,-2000,2023,10,Sunday
1696,2023-10-01,bánh kẹp thái lan,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Sunday
1697,2023-10-01,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,10,Sunday
1698,2023-10-01,shopee,383523,income,Lương,Thu nhập,,383523,2023,10,Sunday
1699,2023-10-01,mẹ cho tiền đóng tiền thể dục,428000,income,Gia đình,Thu nhập,,428000,2023,10,Sunday
1700,2023-10-02,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Monday
1701,2023-10-02,gửi xe tambo,3000,expense,Cầu lông,Thể thao,,-3000,2023,10,Monday
1702,2023-10-02,cầu lông,40000,expense,Cầu lông,Thể thao,,-40000,2023,10,Monday
1703,2023-10-02,cơm chiên dương châu,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Monday
1704,2023-10-02,đồ thể dục,394000,expense,Học tập,Học tập,BigM,-394000,2023,10,Monday
1705,2023-10-02,hủ tiếu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,10,Monday
1706,2023-10-02,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Monday
1707,2023-10-02,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,10,Monday
1708,2023-10-03,soi vị,8000,expense,Ăn chính,Ăn uống,,-8000,2023,10,Tuesday
1709,2023-10-03,gửi xe c1,2000,expense,Học tập,Học tập,,-2000,2023,10,Tuesday
1710,2023-10-03,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Tuesday
1711,2023-10-03,cơm gà + trứng,26000,expense,Ăn chính,Ăn uống,,-26000,2023,10,Tuesday
1712,2023-10-03,gửi xe atl,4000,expense,Học tập,Học tập,,-4000,2023,10,Tuesday
1713,2023-10-04,xôi,10000,expense,Ăn chính,Ăn uống,,-10000,2023,10,Wednesday
1714,2023-10-04,bóng đèn,40000,expense,Tiện ích,Sinh hoạt,,-40000,2023,10,Wednesday
1715,2023-10-04,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,10,Wednesday
1716,2023-10-04,cơm thịt xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Wednesday
1717,2023-10-04,gửi xe atl,4000,expense,Học tập,Học tập,,-4000,2023,10,Wednesday
1718,2023-10-04,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Wednesday
1719,2023-10-04,phở việt,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Wednesday
1720,2023-10-04,cafe 100g,12000,expense,Cà phê,Ăn uống,,-12000,2023,10,Wednesday
1721,2023-10-05,dây đeo thẻ sv,20000,expense,Học tập,Học tập,,-20000,2023,10,Thursday
1722,2023-10-05,cươn sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Thursday
1723,2023-10-05,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Thursday
1724,2023-10-06,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Friday
1725,2023-10-06,bánh mì pate,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Friday
1726,2023-10-06,nước điện giải,11000,expense,Cơ thể,Thể thao,,-11000,2023,10,Friday
1727,2023-10-06,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,10,Friday
1728,2023-10-06,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Friday
1729,2023-10-06,đá banh,25000,expense,Cơ thể,Thể thao,,-25000,2023,10,Friday
1730,2023-10-06,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,10,Friday
1731,2023-10-07,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Saturday
1732,2023-10-07,nước đá,2000,expense,Ăn chính,Ăn uống,,-2000,2023,10,Saturday
1733,2023-10-07,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Saturday
1734,2023-10-07,xôi vị,10000,expense,Ăn chính,Ăn uống,,-10000,2023,10,Saturday
1735,2023-10-07,card điện thoại,10000,expense,Tiện ích,Sinh hoạt,,-10000,2023,10,Saturday
1736,2023-10-07,cơm gà chiên bột,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Saturday
1737,2023-10-07,cầu long,41000,expense,Cầu lông,Thể thao,,-41000,2023,10,Saturday
1738,2023-10-08,cơm sườn trứng,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Sunday
1739,2023-10-08,21G,60000,expense,Tiện ích,Sinh hoạt,,-60000,2023,10,Sunday
1740,2023-10-08,sữa tươi,45000,expense,Ăn chính,Ăn uống,,-45000,2023,10,Sunday
1741,2023-10-08,bánh mì,3000,expense,Ăn chính,Ăn uống,,-3000,2023,10,Sunday
1742,2023-10-08,trà bạc hà,36000,expense,Quan hệ xã hội,Xã hội,,-36000,2023,10,Sunday
1743,2023-10-08,gửi xe vincom,2000,expense,Học tập,Học tập,,-2000,2023,10,Sunday
1744,2023-10-08,cà phê hoa yên,25000,expense,Quan hệ xã hội,Xã hội,,-25000,2023,10,Sunday
1745,2023-10-08,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Sunday
1746,2023-10-08,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Sunday
1747,2023-10-08,táo,23000,expense,Ăn chính,Ăn uống,,-23000,2023,10,Sunday
1748,2023-10-08,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,10,Sunday
1749,2023-10-08,phúc trả tiền xăng,10176,income,Anh em,Thu nhập,,10176,2023,10,Sunday
1750,2023-10-09,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Monday
1751,2023-10-09,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Monday
1752,2023-10-09,bánh mì,3000,expense,Ăn chính,Ăn uống,,-3000,2023,10,Monday
1753,2023-10-09,cơm chiên lê trang,35000,expense,Ăn chính,Ăn uống,,-35000,2023,10,Monday
1754,2023-10-10,cơm sườn trứng,28000,expense,Ăn chính,Ăn uống,,-28000,2023,10,Tuesday
1755,2023-10-10,cơm sườn trứng,28000,expense,Ăn chính,Ăn uống,,-28000,2023,10,Tuesday
1756,2023-10-10,gửi xe atl,4000,expense,Học tập,Học tập,,-4000,2023,10,Tuesday
1757,2023-10-10,gửi xe c1,2000,expense,Học tập,Học tập,,-2000,2023,10,Tuesday
1758,2023-10-10,trà đào cam xả,27000,expense,Quan hệ xã hội,Xã hội,,-27000,2023,10,Tuesday
1759,2023-10-11,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Wednesday
1760,2023-10-11,cơm chiên dương châu,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Wednesday
1761,2023-10-11,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,10,Wednesday
1762,2023-10-11,chuối,5000,expense,Ăn chính,Ăn uống,,-5000,2023,10,Wednesday
1763,2023-10-11,hớt tóc,60000,expense,Cơ thể,Thể thao,,-60000,2023,10,Wednesday
1764,2023-10-11,hủ tiếu - mì,18000,expense,Ăn chính,Ăn uống,,-18000,2023,10,Wednesday
1765,2023-10-11,xôi,10000,expense,Ăn chính,Ăn uống,,-10000,2023,10,Wednesday
1766,2023-10-12,cafe trung nguyên,12000,expense,Cà phê,Ăn uống,,-12000,2023,10,Thursday
1767,2023-10-12,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Thursday
1768,2023-10-12,cơn sườn trứng,28000,expense,Ăn chính,Ăn uống,,-28000,2023,10,Thursday
1769,2023-10-12,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2023,10,Thursday
1770,2023-10-12,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,10,Thursday
1771,2023-10-13,cầu lông,37000,expense,Cầu lông,Thể thao,,-37000,2023,10,Friday
1772,2023-10-13,cầu lông,39000,expense,Cầu lông,Thể thao,,-39000,2023,10,Friday
1773,2023-10-13,chè,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2023,10,Friday
1774,2023-10-16,cơm xá xíu,35000,expense,Ăn chính,Ăn uống,,-35000,2023,10,Monday
1775,2023-10-16,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Monday
1776,2023-10-16,quỹ lớp,15000,expense,Học tập,Học tập,,-15000,2023,10,Monday
1777,2023-10-16,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Monday
1778,2023-10-16,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Monday
1779,2023-10-17,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Tuesday
1780,2023-10-17,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Tuesday
1781,2023-10-17,cầu lông ba láng,40000,expense,Cầu lông,Thể thao,,-40000,2023,10,Tuesday
1782,2023-10-17,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,10,Tuesday
1783,2023-10-17,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Tuesday
1784,2023-10-17,gửi xe atl,4000,expense,Học tập,Học tập,,-4000,2023,10,Tuesday
1785,2023-10-17,gửi xe cầu lông,1000,expense,Tiện ích,Sinh hoạt,,-1000,2023,10,Tuesday
1786,2023-10-18,cơm sườn trứng,27000,expense,Ăn chính,Ăn uống,,-27000,2023,10,Wednesday
1787,2023-10-18,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Wednesday
1788,2023-10-18,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Wednesday
1789,2023-10-18,bánh mì + probi,18000,expense,Ăn vặt,Ăn uống,,-18000,2023,10,Wednesday
1790,2023-10-18,thùng nước,13000,expense,Nhà ở,Sinh hoạt,,-13000,2023,10,Wednesday
1791,2023-10-19,phí trả sau,4509,expense,Giải trí,Giải trí,,-4509,2023,10,Thursday
1792,2023-10-19,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,10,Thursday
1793,2023-10-19,sạc dự phòng,395600,expense,Tiện ích,Sinh hoạt,BigM,-395600,2023,10,Thursday
1794,2023-10-19,"sổ da, lò xò",95785,expense,Học tập,Học tập,,-95785,2023,10,Thursday
1795,2023-10-19,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,10,Thursday
1796,2023-10-19,bóng đèn học,61564,expense,Nhà ở,Sinh hoạt,,-61564,2023,10,Thursday
1797,2023-10-19,cơm sườn,21000,expense,Ăn chính,Ăn uống,,-21000,2023,10,Thursday
1798,2023-10-19,áo khoác Bad Habits,439120,expense,Quần áo,Cá nhân,BigM,-439120,2023,10,Thursday
1799,2023-10-20,bánh mì que,13000,expense,Ăn chính,Ăn uống,,-13000,2023,10,Friday
1800,2023-10-20,cầu lông,30000,expense,Cầu lông,Thể thao,,-30000,2023,10,Friday
1801,2023-10-21,cầu lông,37000,expense,Cầu lông,Thể thao,,-37000,2023,10,Saturday
1802,2023-10-21,xăng,80000,expense,Di chuyển,Sinh hoạt,,-80000,2023,10,Saturday
1803,2023-10-21,bi da,15000,expense,Bi-da,Thể thao,,-15000,2023,10,Saturday
1804,2023-10-21,bánh mì que,13000,expense,Ăn chính,Ăn uống,,-13000,2023,10,Saturday
1805,2023-10-21,mẹ cho,390000,income,Gia đình,Thu nhập,,390000,2023,10,Saturday
1806,2023-10-22,cầu lông,28000,expense,Cầu lông,Thể thao,,-28000,2023,10,Sunday
1807,2023-10-23,quạt,280000,expense,Nhà ở,Sinh hoạt,BigM,-280000,2023,10,Monday
1808,2023-10-23,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Monday
1809,2023-10-23,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Monday
1810,2023-10-23,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Monday
1811,2023-10-23,cơm đùi gà,28000,expense,Ăn chính,Ăn uống,,-28000,2023,10,Monday
1812,2023-10-24,cơm sườn trứng,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Tuesday
1813,2023-10-24,trà đá,6000,expense,Cầu lông,Thể thao,,-6000,2023,10,Tuesday
1814,2023-10-24,gửi xe atl,4000,expense,Học tập,Học tập,,-4000,2023,10,Tuesday
1815,2023-10-24,gửi xe cầu lông,5000,expense,Cầu lông,Thể thao,,-5000,2023,10,Tuesday
1816,2023-10-24,vớ,20000,expense,Cầu lông,Thể thao,,-20000,2023,10,Tuesday
1817,2023-10-24,iCloud +,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2023,10,Tuesday
1818,2023-10-24,sandwich,22000,expense,Ăn chính,Ăn uống,,-22000,2023,10,Tuesday
1819,2023-10-24,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Tuesday
1820,2023-10-24,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,10,Tuesday
1821,2023-10-24,cầu lông,45000,expense,Cầu lông,Thể thao,,-45000,2023,10,Tuesday
1822,2023-10-24,photo,3000,expense,Học tập,Học tập,,-3000,2023,10,Tuesday
1823,2023-10-24,bánh mì kẹp,8000,expense,Ăn vặt,Ăn uống,,-8000,2023,10,Tuesday
1824,2023-10-25,sân cầu,23000,expense,Cầu lông,Thể thao,,-23000,2023,10,Wednesday
1825,2023-10-25,trà đá đánh cầu,5000,expense,Cầu lông,Thể thao,,-5000,2023,10,Wednesday
1826,2023-10-25,trà ô lông,9000,expense,Ăn vặt,Ăn uống,,-9000,2023,10,Wednesday
1827,2023-10-25,quấn cán,22000,expense,Cầu lông,Thể thao,,-22000,2023,10,Wednesday
1828,2023-10-26,cơm sườn trứng,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Thursday
1829,2023-10-26,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Thursday
1830,2023-10-26,cơm gà,22000,expense,Ăn chính,Ăn uống,,-22000,2023,10,Thursday
1831,2023-10-26,mẹ cho tiền tuần,1550000,income,Gia đình,Thu nhập,,1550000,2023,10,Thursday
1832,2023-10-27,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Friday
1833,2023-10-27,quần áo cầu lông,149500,expense,Quần áo,Cá nhân,BigM,-149500,2023,10,Friday
1834,2023-10-27,tiền giải cầu lông,100000,expense,Cầu lông,Thể thao,,-100000,2023,10,Friday
1835,2023-10-27,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Friday
1836,2023-10-27,điện nước tháng 10,60000,expense,Nhà ở,Sinh hoạt,Monthly,-60000,2023,10,Friday
1837,2023-10-28,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,10,Saturday
1838,2023-10-28,cầu lông,32000,expense,Cầu lông,Thể thao,,-32000,2023,10,Saturday
1839,2023-10-29,cầu lông,34000,expense,Cầu lông,Thể thao,,-34000,2023,10,Sunday
1840,2023-10-30,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Monday
1841,2023-10-30,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2023,10,Monday
1842,2023-10-30,mì ý mtt,25000,expense,Ăn chính,Ăn uống,,-25000,2023,10,Monday
1843,2023-10-30,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,10,Monday
1844,2023-10-31,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,10,Tuesday
1845,2023-10-31,cơm gà chiên giòn,35000,expense,Ăn chính,Ăn uống,,-35000,2023,10,Tuesday
1846,2023-10-31,cầu lông,45000,expense,Cầu lông,Thể thao,,-45000,2023,10,Tuesday
1847,2023-10-31,bánh mì,3000,expense,Ăn chính,Ăn uống,,-3000,2023,10,Tuesday
1848,2023-10-31,túi đao chạy bộ,74000,expense,Cơ thể,Thể thao,,-74000,2023,10,Tuesday
1849,2023-10-31,cờm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,10,Tuesday
1850,2023-10-31,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2023,10,Tuesday
1851,2023-10-31,gửi xe atl,5000,expense,Học tập,Học tập,,-5000,2023,10,Tuesday
1852,2023-11-01,cầu lông,40000,expense,Cầu lông,Thể thao,,-40000,2023,11,Wednesday
1853,2023-11-01,cơm chiên gà giòn,25000,expense,Ăn chính,Ăn uống,,-25000,2023,11,Wednesday
1854,2023-11-01,xôi,10000,expense,Ăn chính,Ăn uống,,-10000,2023,11,Wednesday
1855,2023-11-01,gửi xe cầu lông,3000,expense,Cầu lông,Thể thao,,-3000,2023,11,Wednesday
1856,2023-11-01,gửi xe atl,2000,expense,Học tập,Học tập,,-2000,2023,11,Wednesday
1857,2023-11-01,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,11,Wednesday
1858,2023-11-01,cơm sườn trứng,20000,expense,Ăn chính,Ăn uống,,-20000,2023,11,Wednesday
1859,2023-11-01,lưới cây mizuno,57000,expense,Cầu lông,Thể thao,,-57000,2023,11,Wednesday
1860,2023-11-01,béo mượn tiền điện thoại,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2023,11,Wednesday
1861,2023-11-02,quấn cán,22000,expense,Cầu lông,Thể thao,,-22000,2023,11,Thursday
1862,2023-11-02,cầu lông,31000,expense,Cầu lông,Thể thao,,-31000,2023,11,Thursday
1863,2023-11-02,bánh mì que,17000,expense,Ăn chính,Ăn uống,,-17000,2023,11,Thursday
